subject,window_start_s,condition,eda_mean,eda_std,bvp_mean,temp_mean,acc_mag_mean
S8,2030.0,amusement,0.2613,0.0015,-1.6043,33.42,63.2938
S8,3295.0,stress,0.5072,0.0112,3.9976,32.704,66.1244
S8,3300.0,stress,0.5246,0.0139,-6.712,32.694,63.2388
S8,3305.0,stress,0.5408,0.0041,19.8026,32.682,63.1476
S8,3310.0,stress,0.5379,0.0111,-5.5608,32.708,67.8677
S8,3315.0,stress,0.5351,0.0036,0.0136,32.714,63.4834
S8,3320.0,stress,0.5534,0.0139,-0.4873,32.708,63.9728
S8,3325.0,stress,0.5603,0.018,-4.9117,32.72,63.5049
S8,3330.0,stress,0.6125,0.0437,3.8876,32.71,67.2273
S8,3335.0,stress,0.6316,0.0108,-15.2548,32.722,65.3555
S8,3340.0,stress,0.6263,0.0101,23.1311,32.724,63.1412
S8,3345.0,stress,0.6636,0.0141,-19.4695,32.724,63.0948
S8,3350.0,stress,0.6735,0.0087,1.0038,32.708,66.4704
S8,3355.0,stress,0.6609,0.0204,2.5842,32.734,66.4132
S8,3360.0,stress,0.7217,0.024,3.9238,32.734,63.2808
S8,3365.0,stress,0.7159,0.029,6.7688,32.748,64.3005
S8,3370.0,stress,0.7414,0.0198,-9.3329,32.748,67.7379
S8,3375.0,stress,0.7389,0.017,1.1065,32.75,63.1104
S8,3380.0,stress,0.7457,0.0064,-5.9118,32.736,64.258
S8,3385.0,stress,0.733,0.0103,17.2392,32.734,65.5886
S8,3390.0,stress,0.7133,0.0097,-7.1505,32.732,64.2664
S8,3395.0,stress,0.7866,0.0124,-10.7397,32.742,63.3
S8,3400.0,stress,0.7956,0.0134,3.4778,32.742,63.0729
S8,3405.0,stress,0.7923,0.025,17.53,32.738,65.3991
S8,3410.0,stress,0.8061,0.0101,-11.0365,32.742,64.4664
S8,3415.0,stress,0.8245,0.0186,-3.1038,32.736,64.2904
S8,3420.0,stress,0.7974,0.037,-0.7701,32.752,66.0119
S8,3425.0,stress,0.8043,0.0185,3.9054,32.75,64.455
S8,3430.0,stress,0.8086,0.0189,10.9539,32.74,64.2748
S8,3435.0,stress,0.7883,0.0337,-8.7002,32.726,73.581
S8,3440.0,stress,0.7761,0.0312,-2.2047,32.717,64.7131
S8,3445.0,stress,0.7537,0.0285,-0.5858,32.695,66.2765
S8,3450.0,stress,0.7226,0.0088,-1.9374,32.711,62.8272
S8,3455.0,stress,0.7574,0.0286,-3.2106,32.701,64.2363
S8,3460.0,stress,0.7509,0.0216,1.4017,32.692,64.4617
S8,3465.0,stress,0.7356,0.0165,4.4209,32.668,63.489
S8,3470.0,stress,0.7723,0.0086,-4.7046,32.673,65.1398
S8,3475.0,stress,0.7747,0.0232,1.684,32.663,64.1441
S8,3480.0,stress,0.7692,0.015,2.8309,32.665,64.2141
S8,3485.0,stress,0.764,0.0352,6.9881,32.666,67.738
S8,3490.0,stress,0.7253,0.0268,-7.5854,32.655,64.2299
S8,3495.0,stress,0.7216,0.0228,6.1805,32.659,64.2666
S8,3500.0,stress,0.7351,0.0241,-5.547,32.656,63.7379
S8,3505.0,stress,0.7457,0.0072,-0.4123,32.655,62.9815
S8,3510.0,stress,0.775,0.0269,21.524,32.647,63.606
S8,3515.0,stress,0.8075,0.0153,-42.9503,32.639,66.8752
S8,3520.0,stress,0.7906,0.017,27.4532,32.638,63.4743
S8,3525.0,stress,0.8126,0.0147,-15.5085,32.634,66.4648
S8,3530.0,stress,0.7918,0.0094,5.5682,32.618,65.2862
S8,3535.0,stress,0.7575,0.0229,6.3328,32.626,62.823
S8,3540.0,stress,0.8719,0.0589,-2.9852,32.624,64.019
S8,3545.0,stress,0.9094,0.0121,-0.941,32.616,63.4877
S8,3550.0,stress,0.8934,0.0035,0.0807,32.608,63.5019
S8,3555.0,stress,0.8753,0.0089,3.9448,32.59,64.4007
S8,3560.0,stress,0.868,0.0256,-3.7748,32.58,63.9586
S8,3565.0,stress,0.8968,0.0213,6.2111,32.564,65.5484
S8,3570.0,stress,0.8566,0.0358,-3.4188,32.552,63.7228
S8,3575.0,stress,0.8617,0.0219,-4.1727,32.522,65.5949
S8,3580.0,stress,0.8647,0.0213,-1.469,32.546,64.7531
S8,3585.0,stress,0.8933,0.0122,-3.079,32.531,68.5112
S8,3590.0,stress,0.8943,0.0116,-9.2138,32.522,65.3068
S8,3595.0,stress,0.8755,0.0199,12.4367,32.52,64.4563
S8,3600.0,stress,0.8309,0.0247,0.5714,32.521,64.0612
S8,3605.0,stress,0.8267,0.0089,3.7928,32.523,65.6114
S8,3610.0,stress,0.8043,0.025,-2.4563,32.521,63.5686
S8,3615.0,stress,0.8416,0.0267,4.458,32.515,71.4367
S8,3620.0,stress,0.8212,0.0166,-5.0558,32.503,63.5818
S8,3625.0,stress,0.7839,0.0119,1.6409,32.504,63.4682
S8,3630.0,stress,0.7587,0.0046,0.2638,32.49,63.4806
S8,3635.0,stress,0.7482,0.0039,-1.4508,32.49,63.4043
S8,3640.0,stress,0.7381,0.0049,-1.8967,32.466,63.354
S8,3645.0,stress,0.7602,0.0404,-10.2232,32.452,63.8144
S8,3650.0,stress,0.8382,0.0192,11.8544,32.434,63.6541
S8,3655.0,stress,0.791,0.0096,1.7623,32.412,63.4021
S8,3660.0,stress,0.7781,0.0036,-0.9687,32.41,63.6162
S8,3665.0,stress,0.7592,0.0065,0.2888,32.376,63.6439
S8,3670.0,stress,0.7667,0.0152,4.5117,32.337,63.4158
S8,3675.0,stress,0.7772,0.0022,-6.297,32.319,63.614
S8,3680.0,stress,0.7655,0.0057,-4.3869,32.314,63.5995
S8,3685.0,stress,0.7621,0.01,8.7355,32.302,63.554
S8,3690.0,stress,0.7587,0.0109,-2.5978,32.284,63.538
S8,3695.0,stress,0.7475,0.0049,0.0764,32.262,63.3393
S8,3700.0,stress,0.7551,0.0147,-4.6927,32.244,63.4251
S8,3705.0,stress,0.7724,0.0119,6.8786,32.228,63.4514
S8,3710.0,stress,0.7665,0.0111,-3.9448,32.209,63.2954
S8,3715.0,stress,0.7511,0.0041,-0.3774,32.196,63.4086
S8,3720.0,stress,0.7481,0.0093,-1.4457,32.189,63.4394
S8,3725.0,stress,0.7612,0.0051,1.5436,32.171,63.5642
S8,3730.0,stress,0.7867,0.0067,-8.3301,32.162,63.5211
S8,3735.0,stress,0.8009,0.0115,9.7223,32.151,63.4635
S8,3740.0,stress,0.7999,0.015,-2.6116,32.141,63.5523
S8,3745.0,stress,0.7996,0.0197,-1.4282,32.131,63.485
S8,3750.0,stress,0.7786,0.011,-1.3971,32.114,63.5498
S8,3755.0,stress,0.7885,0.011,5.1477,32.102,63.8069
S8,3760.0,stress,0.8563,0.0444,-8.1943,32.11,64.0939
S8,3765.0,stress,0.8677,0.0162,21.9336,32.1,63.581
S8,3770.0,stress,0.8348,0.0166,-10.8052,32.094,63.4751
S8,3775.0,stress,0.8095,0.0074,-0.989,32.084,63.5055
S8,3780.0,stress,0.8173,0.0135,-8.5427,32.068,63.6491
S8,3785.0,stress,0.8239,0.0052,-2.0225,32.054,63.6246
S8,3790.0,stress,0.8104,0.0077,14.1031,32.06,63.5267
S8,3795.0,stress,0.8097,0.042,-17.4655,32.062,64.052
S8,3800.0,stress,0.9958,0.026,16.3898,32.058,64.4837
S8,3805.0,stress,1.0131,0.0225,4.1636,32.044,63.6936
S8,3810.0,stress,0.968,0.0114,-9.5026,32.03,63.6974
S8,3815.0,stress,0.9265,0.0149,2.4692,32.022,63.5991
S8,3820.0,stress,0.8938,0.0051,-0.4628,32.019,63.6989
S8,3825.0,stress,0.8636,0.0098,-1.5579,32.007,63.6998
S8,3830.0,stress,0.8433,0.0083,-2.826,32.024,63.8414
S8,3835.0,stress,0.8842,0.0198,1.3497,32.032,63.5941
S8,3840.0,stress,0.8582,0.0124,3.507,32.044,63.6056
S8,3845.0,stress,0.8321,0.0088,-0.8921,32.04,63.5792
S8,3850.0,stress,0.8033,0.0047,0.0729,32.046,63.7043
S8,3855.0,stress,0.7882,0.0042,1.348,32.04,63.6362
S8,3860.0,stress,0.7798,0.0048,-1.5406,32.04,63.5449
S8,3865.0,stress,0.7759,0.0072,-3.3803,32.054,63.7786
S8,3870.0,stress,0.7609,0.0022,4.2862,32.052,63.7067
S8,3875.0,stress,0.7502,0.0051,-1.1441,32.066,63.677
S8,3880.0,stress,0.7397,0.0022,0.8702,32.064,63.6274
S8,3885.0,stress,0.7674,0.0285,-1.4646,32.064,63.7404
S8,3890.0,stress,0.801,0.0045,0.2278,32.078,63.5329
S8,3895.0,stress,0.7896,0.0053,0.8589,32.092,63.6373
S8,3900.0,stress,0.7898,0.0047,-0.4617,32.068,63.6734
S8,3905.0,stress,0.7795,0.0026,0.6697,32.084,63.7136
S8,3910.0,stress,0.7761,0.0045,-1.4983,32.086,63.6093
S8,3915.0,stress,0.7732,0.0043,0.9196,32.096,63.761
S8,3920.0,stress,0.7781,0.0033,-1.3609,32.116,63.8526
S8,3925.0,stress,0.7811,0.0029,2.3788,32.112,63.8618
S8,3930.0,stress,0.7701,0.0072,-1.5445,32.124,63.8221
S8,3935.0,stress,0.8155,0.0384,0.637,32.134,63.8824
S8,3940.0,stress,0.8758,0.0093,-1.8363,32.132,64.0038
S8,3945.0,stress,0.9109,0.017,3.1186,32.132,63.8476
S8,3950.0,stress,1.0074,0.052,-5.2454,32.143,63.8872
S8,3955.0,stress,1.0206,0.0148,3.4952,32.153,63.8432
S8,3960.0,stress,0.9941,0.0103,-2.0819,32.156,63.7223
S9,75.0,baseline,0.4171,0.0057,12.0118,33.736,63.6762
S9,80.0,baseline,0.4129,0.0044,3.6731,33.704,64.2286
S9,85.0,baseline,0.4113,0.0057,-1.3647,33.682,63.333
S9,90.0,baseline,0.4096,0.0035,2.2039,33.647,63.4115
S9,95.0,baseline,0.4024,0.0035,-2.3862,33.659,63.1925
S9,100.0,baseline,0.3983,0.0018,-2.5573,33.646,63.6197
S9,105.0,baseline,0.3913,0.0032,0.4616,33.636,63.783
S9,110.0,baseline,0.3866,0.0043,-3.4578,33.576,63.7451
S9,115.0,baseline,0.393,0.005,6.8302,33.582,63.3003
S9,120.0,baseline,0.3845,0.0033,-5.448,33.574,63.2564
S9,125.0,baseline,0.3872,0.002,-0.6026,33.564,63.2934
S9,130.0,baseline,0.3918,0.0021,6.5808,33.588,63.4204
S9,135.0,baseline,0.384,0.0074,-3.0735,33.566,63.2826
S9,140.0,baseline,0.3894,0.0018,0.6499,33.57,62.9342
S9,145.0,baseline,0.3893,0.0016,0.1362,33.554,63.0047
S9,150.0,baseline,0.3849,0.0025,-0.4979,33.55,62.9771
S9,155.0,baseline,0.3799,0.0027,0.0616,33.528,62.6695
S9,160.0,baseline,0.3753,0.0033,-0.9653,33.524,63.0022
S9,165.0,baseline,0.3714,0.0017,0.4704,33.512,63.397
S9,170.0,baseline,0.3665,0.0024,0.8292,33.5,63.3525
S9,175.0,baseline,0.3627,0.0035,-0.5287,33.488,63.2681
S9,180.0,baseline,0.3613,0.0015,0.5017,33.48,63.1996
S9,185.0,baseline,0.3581,0.0017,0.4955,33.454,63.207
S9,190.0,baseline,0.3543,0.0013,-1.5212,33.444,63.3051
S9,195.0,baseline,0.3527,0.0022,1.1877,33.422,63.1338
S9,200.0,baseline,0.3486,0.0044,-7.4219,33.416,63.3338
S9,205.0,baseline,0.3476,0.0025,7.4966,33.418,63.2676
S9,210.0,baseline,0.346,0.002,-0.3052,33.392,63.2269
S9,215.0,baseline,0.341,0.0025,-0.6535,33.38,63.357
S9,220.0,baseline,0.3407,0.0015,-2.0042,33.394,63.3132
S9,225.0,baseline,0.3366,0.0057,-0.4702,33.384,63.416
S9,230.0,baseline,0.3444,0.0018,2.1883,33.386,63.2357
S9,235.0,baseline,0.3419,0.0031,-0.5621,33.392,63.3019
S9,240.0,baseline,0.338,0.0027,1.0106,33.373,63.1015
S9,245.0,baseline,0.3371,0.0017,0.443,33.375,63.0995
S9,250.0,baseline,0.3309,0.003,0.1902,33.359,63.1577
S9,255.0,baseline,0.3243,0.0019,-1.3391,33.34,63.3759
S9,260.0,baseline,0.3227,0.0015,0.9486,33.346,63.2482
S9,265.0,baseline,0.3197,0.0017,0.151,33.336,63.0795
S9,270.0,baseline,0.3178,0.001,0.3432,33.339,62.963
S9,275.0,baseline,0.3151,0.0021,-1.4563,33.337,63.0483
S9,280.0,baseline,0.3133,0.0015,0.8605,33.337,63.1381
S9,285.0,baseline,0.3109,0.0026,0.1643,33.333,63.1
S9,290.0,baseline,0.3084,0.0018,0.1791,33.333,63.1278
S9,295.0,baseline,0.3061,0.0023,0.2706,33.336,63.1143
S9,300.0,baseline,0.3057,0.0013,-0.764,33.332,63.1355
S9,305.0,baseline,0.3039,0.0012,-0.443,33.328,63.2871
S9,310.0,baseline,0.3014,0.0023,-3.4048,33.316,63.1993
S9,315.0,baseline,0.2999,0.0022,8.3429,33.322,63.2217
S9,320.0,baseline,0.3022,0.0019,-4.7425,33.318,63.2852
S9,325.0,baseline,0.3,0.0015,1.2725,33.31,63.2981
S9,330.0,baseline,0.302,0.0017,0.499,33.314,63.1828
S9,335.0,baseline,0.2995,0.0019,-1.5224,33.296,63.1527
S9,340.0,baseline,0.2972,0.0019,-0.0808,33.308,63.1644
S9,345.0,baseline,0.2946,0.0019,0.859,33.312,63.3045
S9,350.0,baseline,0.2951,0.0022,-8.0954,33.308,63.3019
S9,355.0,baseline,0.2951,0.0023,9.1209,33.31,63.1832
S9,360.0,baseline,0.2931,0.0011,-1.1717,33.324,63.1039
S9,365.0,baseline,0.2919,0.0009,1.4024,33.323,63.1773
S9,370.0,baseline,0.2933,0.0012,0.7208,33.321,63.1411
S9,375.0,baseline,0.2918,0.002,-3.4494,33.3,63.131
S9,380.0,baseline,0.2908,0.001,0.807,33.304,63.0057
S9,385.0,baseline,0.2887,0.0016,0.4863,33.314,63.0411
S9,390.0,baseline,0.2884,0.0011,-0.0085,33.31,63.2439
S9,395.0,baseline,0.2866,0.0027,0.1145,33.306,63.3031
S9,400.0,baseline,0.2865,0.0011,-0.2898,33.314,63.2265
S9,405.0,baseline,0.2854,0.0012,-0.205,33.304,63.0121
S9,410.0,baseline,0.2842,0.0017,0.0419,33.3,63.1025
S9,415.0,baseline,0.2837,0.0016,-4.7901,33.292,63.1681
S9,420.0,baseline,0.2802,0.0016,7.1288,33.292,63.5957
S9,425.0,baseline,0.2805,0.0014,-3.4056,33.314,63.3319
S9,430.0,baseline,0.2825,0.0034,5.2436,33.326,63.5258
S9,435.0,baseline,0.2787,0.0024,0.14,33.361,63.254
S9,440.0,baseline,0.2774,0.0017,-3.5653,33.375,63.1961
S9,445.0,baseline,0.2744,0.0019,0.7112,33.362,63.2098
S9,450.0,baseline,0.2746,0.0061,2.3046,33.372,63.2995
S9,455.0,baseline,0.2777,0.0034,-7.1487,33.392,63.3807
S9,460.0,baseline,0.2776,0.0011,4.1774,33.43,63.3141
S9,465.0,baseline,0.2761,0.002,0.0837,33.47,63.2338
S9,470.0,baseline,0.2752,0.0015,-1.2393,33.488,63.2371
S9,475.0,baseline,0.2737,0.0018,-0.2865,33.494,63.197
S9,480.0,baseline,0.2739,0.0015,4.7912,33.495,63.2091
S9,485.0,baseline,0.2722,0.0022,-8.4394,33.515,63.5377
S9,490.0,baseline,0.2726,0.0035,4.0158,33.518,63.4311
S9,495.0,baseline,0.2736,0.0021,1.212,33.518,63.5418
S9,500.0,baseline,0.2702,0.0022,-2.0846,33.552,63.5868
S9,505.0,baseline,0.2676,0.0014,0.6284,33.55,63.5196
S9,510.0,baseline,0.2658,0.001,-0.3176,33.556,63.5356
S9,515.0,baseline,0.2637,0.0017,0.0942,33.564,63.5732
S9,520.0,baseline,0.2597,0.002,-0.4838,33.546,64.0449
S9,525.0,baseline,0.2564,0.0011,0.713,33.546,64.1317
S9,530.0,baseline,0.2554,0.002,-0.6399,33.548,64.0174
S9,535.0,baseline,0.2546,0.0017,2.0174,33.572,63.8692
S9,540.0,baseline,0.2523,0.002,-0.7907,33.6,64.0894
S9,545.0,baseline,0.251,0.0022,-0.5565,33.651,64.1273
S9,550.0,baseline,0.2508,0.0012,-0.3665,33.687,63.9256
S9,555.0,baseline,0.2486,0.0018,0.6314,33.732,63.8695
S9,560.0,baseline,0.247,0.0018,-0.1117,33.788,63.7309
S9,565.0,baseline,0.2461,0.0013,0.5703,33.81,63.692
S9,570.0,baseline,0.2454,0.0014,0.0873,33.846,63.6803
S9,575.0,baseline,0.2448,0.0014,-0.1794,33.9,63.6723
S9,580.0,baseline,0.2422,0.0019,0.4274,33.938,63.7199
S9,585.0,baseline,0.247,0.0078,-7.3426,33.982,63.8476
S9,590.0,baseline,0.2572,0.0123,7.1877,34.036,63.0366
S9,595.0,baseline,0.2557,0.0024,5.8557,34.082,63.0829
S9,600.0,baseline,0.258,0.0028,-7.4041,34.118,63.1067
S9,605.0,baseline,0.2605,0.0162,12.0305,34.128,63.4641
S9,610.0,baseline,0.2554,0.0054,0.833,34.142,63.0001
S9,615.0,baseline,0.251,0.0017,-7.3964,34.159,63.1501
S9,620.0,baseline,0.2525,0.0118,-3.6163,34.178,63.158
S9,625.0,baseline,0.2493,0.0023,-3.2863,34.201,63.0539
S9,630.0,baseline,0.2499,0.0022,2.8439,34.224,63.0655
S9,635.0,baseline,0.248,0.0017,-1.2059,34.22,63.0789
S9,640.0,baseline,0.2493,0.0012,12.1153,34.205,63.0547
S9,645.0,baseline,0.25,0.0019,-14.7835,34.174,63.2019
S9,650.0,baseline,0.2493,0.0012,3.2521,34.16,63.0255
S9,655.0,baseline,0.249,0.002,0.6531,34.146,62.9592
S9,660.0,baseline,0.2483,0.0018,18.5754,34.137,62.949
S9,665.0,baseline,0.2459,0.004,-18.0851,34.114,63.1334
S9,670.0,baseline,0.2464,0.0022,-3.7458,34.13,63.1771
S9,675.0,baseline,0.2463,0.0015,4.3172,34.151,63.1927
S9,680.0,baseline,0.2457,0.0013,-1.284,34.147,63.1399
S9,685.0,baseline,0.2528,0.0057,0.3321,34.148,64.8301
S9,690.0,baseline,0.2491,0.0019,-1.5493,34.138,63.3573
S9,695.0,baseline,0.243,0.0038,6.3033,34.116,63.3406
S9,700.0,baseline,0.2416,0.0009,-5.1588,34.116,63.1758
S9,705.0,baseline,0.24,0.0058,-5.4476,34.116,63.1109
S9,710.0,baseline,0.2357,0.0032,8.1298,34.108,63.1337
S9,715.0,baseline,0.2407,0.0019,-1.6168,34.14,63.3019
S9,720.0,baseline,0.2418,0.0028,3.9466,34.134,63.6206
S9,725.0,baseline,0.2397,0.0033,-2.0551,34.154,63.2856
S9,730.0,baseline,0.237,0.0034,-5.9665,34.16,63.336
S9,735.0,baseline,0.2403,0.0022,6.7306,34.169,63.3673
S9,740.0,baseline,0.2408,0.0012,-5.3198,34.168,63.1891
S9,745.0,baseline,0.2372,0.003,10.0578,34.196,63.3855
S9,750.0,baseline,0.2369,0.0039,-3.5759,34.202,63.1625
S9,755.0,baseline,0.2365,0.0032,-5.9286,34.223,63.3551
S9,760.0,baseline,0.2362,0.0012,2.1329,34.256,63.1882
S9,765.0,baseline,0.236,0.001,-1.1754,34.266,63.2393
S9,770.0,baseline,0.2345,0.0011,0.4709,34.266,63.1762
S9,775.0,baseline,0.2315,0.0023,-2.4983,34.264,63.1438
S9,780.0,baseline,0.2294,0.0023,13.7219,34.248,63.3007
S9,785.0,baseline,0.2326,0.0017,-11.8435,34.274,63.2882
S9,790.0,baseline,0.2331,0.0017,-0.196,34.292,63.0865
S9,795.0,baseline,0.2308,0.0013,2.2889,34.286,63.2078
S9,800.0,baseline,0.2301,0.0016,-1.3495,34.28,63.3291
S9,805.0,baseline,0.2301,0.001,-1.7077,34.27,63.3535
S9,810.0,baseline,0.2289,0.0011,9.7226,34.254,63.3171
S9,815.0,baseline,0.2285,0.0026,-10.2219,34.248,63.3627
S9,820.0,baseline,0.2296,0.0017,0.722,34.248,63.1835
S9,825.0,baseline,0.2282,0.0015,1.9178,34.232,63.2303
S9,830.0,baseline,0.2297,0.0027,-1.7605,34.244,63.2041
S9,835.0,baseline,0.2356,0.0089,-1.8572,34.246,63.2752
S9,840.0,baseline,0.2305,0.0013,2.0344,34.244,63.1646
S9,845.0,baseline,0.2278,0.0017,2.7752,34.246,63.1983
S9,850.0,baseline,0.2257,0.0014,-2.3087,34.24,63.1191
S9,855.0,baseline,0.2246,0.0026,-0.984,34.232,63.2072
S9,860.0,baseline,0.2247,0.0015,1.062,34.232,63.1637
S9,865.0,baseline,0.2238,0.0026,7.8996,34.244,63.3161
S9,870.0,baseline,0.2405,0.0325,-4.8573,34.284,64.6472
S9,875.0,baseline,0.2246,0.0025,-2.8985,34.341,64.037
S9,880.0,baseline,0.2234,0.0018,-4.5128,34.347,63.8332
S9,885.0,baseline,0.2219,0.0012,3.2708,34.368,63.7582
S9,890.0,baseline,0.2211,0.0015,-1.0906,34.355,63.6926
S9,895.0,baseline,0.2196,0.002,3.4669,34.341,63.6958
S9,900.0,baseline,0.2188,0.0008,0.1489,34.356,63.9725
S9,905.0,baseline,0.2168,0.0018,0.4878,34.372,63.8915
S9,910.0,baseline,0.2163,0.002,-3.5406,34.398,63.4786
S9,915.0,baseline,0.2178,0.0021,8.6786,34.41,63.2417
S9,920.0,baseline,0.214,0.0014,-6.1877,34.428,63.1947
S9,925.0,baseline,0.2123,0.0021,-2.4979,34.436,63.0592
S9,930.0,baseline,0.2127,0.0022,-5.9172,34.434,63.336
S9,935.0,baseline,0.2147,0.0017,8.4049,34.438,63.13
S9,940.0,baseline,0.2123,0.003,-4.9371,34.45,63.4198
S9,945.0,baseline,0.2124,0.0033,0.9002,34.462,63.3839
S9,950.0,baseline,0.216,0.0022,1.5394,34.481,63.1556
S9,955.0,baseline,0.2148,0.0018,2.1134,34.506,63.1115
S9,960.0,baseline,0.2154,0.001,-0.1255,34.498,63.092
S9,965.0,baseline,0.2138,0.0016,-3.8359,34.497,63.2874
S9,970.0,baseline,0.2155,0.002,4.1056,34.497,62.8649
S9,975.0,baseline,0.2148,0.0018,-2.1426,34.501,63.1534
S9,980.0,baseline,0.2136,0.0022,5.7298,34.508,63.227
S9,985.0,baseline,0.214,0.0011,-4.8263,34.486,63.1968
S9,990.0,baseline,0.2109,0.0023,1.0573,34.487,63.0201
S9,995.0,baseline,0.2101,0.0014,0.1407,34.496,62.9467
S9,1000.0,baseline,0.2104,0.0028,-5.9751,34.501,63.2723
S9,1005.0,baseline,0.2112,0.0027,4.0919,34.502,63.062
S9,1010.0,baseline,0.2133,0.0034,-0.4738,34.536,63.1723
S9,1015.0,baseline,0.2146,0.0016,0.2173,34.562,62.9814
S9,1020.0,baseline,0.2127,0.0025,8.6961,34.574,62.9882
S9,1025.0,baseline,0.213,0.0018,-7.4165,34.57,63.1389
S9,1030.0,baseline,0.2111,0.0022,0.5626,34.572,62.9402
S9,1035.0,baseline,0.2105,0.0012,0.3132,34.588,63.3066
S9,1040.0,baseline,0.2158,0.0018,-2.6096,34.608,62.9023
S9,1045.0,baseline,0.2131,0.002,1.2645,34.632,63.2671
S9,1050.0,baseline,0.2153,0.0037,-0.0421,34.654,63.2054
S9,1055.0,baseline,0.2131,0.0021,6.6412,34.654,62.9611
S9,1060.0,baseline,0.2119,0.002,-3.6476,34.655,63.1799
S9,1065.0,baseline,0.2141,0.0031,5.4494,34.675,63.482
S9,1070.0,baseline,0.2153,0.001,-9.1573,34.714,63.1916
S9,1075.0,baseline,0.2138,0.002,1.0008,34.732,62.8739
S9,1080.0,baseline,0.2161,0.0018,1.4916,34.738,62.8373
S9,1085.0,baseline,0.2175,0.0022,0.3052,34.726,62.8729
S9,1090.0,baseline,0.2178,0.0015,-1.6481,34.711,62.9678
S9,1095.0,baseline,0.2181,0.0016,1.2217,34.692,63.0483
S9,1100.0,baseline,0.2168,0.0019,0.0358,34.68,62.9607
S9,1105.0,baseline,0.2158,0.001,-1.3466,34.672,62.8979
S9,1110.0,baseline,0.2163,0.001,0.4045,34.662,63.0203
S9,1115.0,baseline,0.2165,0.0019,-0.2022,34.656,62.9547
S9,1120.0,baseline,0.2164,0.0015,-0.2625,34.643,62.9771
S9,1125.0,baseline,0.213,0.0012,-1.7436,34.644,63.3092
S9,1130.0,baseline,0.2161,0.002,4.893,34.662,63.1369
S9,1135.0,baseline,0.2145,0.0014,-5.5996,34.71,63.1838
S9,1140.0,baseline,0.2134,0.0009,4.708,34.698,63.1284
S9,1145.0,baseline,0.2134,0.0021,-0.656,34.701,63.0122
S9,1150.0,baseline,0.2164,0.0022,-3.2311,34.695,63.2164
S9,1155.0,baseline,0.2153,0.0015,0.7098,34.71,63.152
S9,1160.0,baseline,0.2132,0.002,0.5547,34.726,63.1956
S9,1165.0,baseline,0.2135,0.0013,-2.0683,34.724,63.2122
S9,1170.0,baseline,0.2152,0.0019,-0.2416,34.718,63.1638
S9,1175.0,baseline,0.2181,0.0025,2.1629,34.724,63.1013
S9,1180.0,baseline,0.2172,0.002,0.4339,34.752,63.0481
S9,1185.0,baseline,0.2213,0.0018,0.7221,34.77,63.2781
S9,1190.0,baseline,0.2203,0.0016,-1.2489,34.768,63.2182
S9,1195.0,baseline,0.2209,0.0021,0.6365,34.764,63.1884
S9,1200.0,baseline,0.2242,0.0032,-1.5811,34.762,63.3625
S9,1205.0,baseline,0.2206,0.0029,-1.1617,34.75,63.3997
S9,1210.0,baseline,0.2321,0.0133,4.8688,34.756,63.3913
S9,1215.0,baseline,0.2784,0.0052,-3.3361,34.738,63.5811
S9,1220.0,baseline,0.2842,0.0024,0.009,34.738,63.1813
S9,1225.0,baseline,0.2848,0.0033,1.7177,34.748,63.4639
S9,1230.0,baseline,0.2881,0.0011,0.0196,34.736,63.3118
S9,1235.0,baseline,0.2839,0.0031,-0.8832,34.728,63.4033
S9,1240.0,baseline,0.2876,0.0034,-0.3233,34.74,63.4445
S9,1245.0,baseline,0.2901,0.0019,0.9368,34.736,63.3093
S9,1250.0,baseline,0.2869,0.0015,0.7514,34.714,63.2915
S9,1870.0,stress,0.9673,0.0042,2.16,33.683,62.8648
S9,1875.0,stress,0.9598,0.0127,5.764,33.676,62.9298
S9,1880.0,stress,0.9328,0.0073,-8.4756,33.676,62.8666
S9,1885.0,stress,0.9251,0.0045,0.3402,33.661,62.704
S9,1890.0,stress,0.9181,0.0059,-2.5756,33.661,62.8721
S9,1895.0,stress,0.9311,0.0037,3.8405,33.658,62.9412
S9,1900.0,stress,0.9028,0.0154,-4.3098,33.637,62.9788
S9,1905.0,stress,0.9074,0.0106,4.3295,33.634,62.8249
S9,1910.0,stress,0.9123,0.0085,1.926,33.616,62.8725
S9,1915.0,stress,0.9077,0.0102,-4.7125,33.596,62.9862
S9,1920.0,stress,0.914,0.0069,0.9553,33.586,63.1381
S9,1925.0,stress,0.9215,0.0102,-0.0359,33.574,62.8363
S9,1930.0,stress,0.9404,0.0229,0.2252,33.546,63.0371
S9,1935.0,stress,0.9474,0.0042,1.8397,33.544,62.8955
S9,1940.0,stress,0.9374,0.011,-1.3535,33.531,62.8547
S9,1945.0,stress,0.9553,0.0182,0.4243,33.504,62.7661
S9,1950.0,stress,0.9416,0.0023,-1.4817,33.493,62.913
S9,1955.0,stress,0.9407,0.0113,-0.6904,33.482,62.9316
S9,1960.0,stress,0.944,0.0051,2.5346,33.487,62.8585
S9,1965.0,stress,0.9554,0.0079,-0.3146,33.477,62.8626
S9,1970.0,stress,0.9593,0.0124,-0.4792,33.452,62.8651
S9,1975.0,stress,0.9641,0.0113,-0.413,33.448,62.9329
S9,1980.0,stress,0.9628,0.0061,1.9744,33.43,63.0058
S9,1985.0,stress,0.9635,0.003,-2.3043,33.424,62.962
S9,1990.0,stress,0.9922,0.0082,0.7922,33.406,62.928
